transaction_id,date,quarter,year,community,tier,property_type,bedrooms,area_sqft,price_aed,price_per_sqft,transaction_type,gross_roi_pct,annual_rent_est_aed
DLD-101907,2023-06-26,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3500,11879000,3394.0,Ready,4.6,546000.0
DLD-101908,2023-06-13,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,5986000,3325.56,Off-Plan,5.29,317000.0
DLD-101909,2023-05-27,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1800,4792000,2662.22,Ready,5.42,259000.0
DLD-101910,2023-05-30,Q2 2023,2023,Downtown Dubai,Premium,Apartment,0,450,1451000,3224.44,Ready,5.25,76000.0
DLD-101911,2023-05-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,0,450,1565000,3477.78,Off-Plan,4.75,74000.0
DLD-101912,2023-05-19,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,4994000,3121.25,Off-Plan,4.87,243000.0
DLD-101913,2023-06-04,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,4000,11804000,2951.0,Off-Plan,5.11,603000.0
DLD-101914,2023-06-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,6267000,3481.67,Off-Plan,4.77,299000.0
DLD-101915,2023-05-24,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3129000,3476.67,Off-Plan,4.77,149000.0
DLD-101916,2023-04-21,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,5289000,3305.62,Ready,5.05,267000.0
DLD-101917,2023-04-26,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3262000,2965.45,Off-Plan,4.88,159000.0
DLD-101918,2023-06-17,Q2 2023,2023,Downtown Dubai,Premium,Apartment,4,2200,7290000,3313.64,Ready,4.79,349000.0
DLD-101919,2023-04-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2972000,3302.22,Off-Plan,4.75,141000.0
DLD-101920,2023-05-03,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,2000,6067000,3033.5,Off-Plan,4.84,294000.0
DLD-101921,2023-04-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2950000,3277.78,Ready,4.61,136000.0
DLD-101922,2023-06-22,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9206000,3068.67,Off-Plan,4.46,411000.0
DLD-101923,2023-06-01,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2534000,3378.67,Ready,5.15,130000.0
DLD-101924,2023-05-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2433000,3244.0,Off-Plan,5.38,131000.0
DLD-101925,2023-06-10,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1848000,3080.0,Ready,5.18,96000.0
DLD-101926,2023-04-14,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2862000,3180.0,Off-Plan,4.99,143000.0
DLD-101927,2023-06-06,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2710000,3011.11,Ready,5.11,138000.0
DLD-101928,2023-04-16,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3955000,3595.45,Off-Plan,4.76,188000.0
DLD-101929,2023-05-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3788000,3443.64,Ready,4.84,183000.0
DLD-101930,2023-04-11,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2939000,3918.67,Off-Plan,4.89,144000.0
DLD-101931,2023-04-21,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9319000,3106.33,Off-Plan,4.84,451000.0
DLD-101932,2023-05-05,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3418000,3107.27,Ready,5.15,176000.0
DLD-101933,2023-05-28,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4949000,3535.0,Off-Plan,5.24,259000.0
DLD-101934,2023-06-05,Q2 2023,2023,Downtown Dubai,Premium,Apartment,0,450,1360000,3022.22,Ready,5.32,72000.0
DLD-101935,2023-04-19,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3546000,3223.64,Off-Plan,4.96,176000.0
DLD-101936,2023-05-26,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2385000,3180.0,Off-Plan,5.05,121000.0
DLD-101937,2023-04-12,Q2 2023,2023,Downtown Dubai,Premium,Villa,3,2000,6395000,3197.5,Off-Plan,4.87,312000.0
DLD-101938,2023-04-29,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,10786000,3595.33,Off-Plan,5.18,558000.0
DLD-101939,2023-05-28,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3500,12286000,3510.29,Ready,5.05,620000.0
DLD-101940,2023-05-15,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2314000,3085.33,Ready,5.0,116000.0
DLD-101941,2023-04-04,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2830000,3144.44,Ready,5.0,142000.0
DLD-101942,2023-05-24,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1800,5672000,3151.11,Off-Plan,4.92,279000.0
DLD-101943,2023-04-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2956000,3284.44,Ready,5.12,151000.0
DLD-101944,2023-05-21,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9721000,3240.33,Ready,5.29,514000.0
DLD-101945,2023-06-04,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2000000,3333.33,Ready,5.27,105000.0
DLD-101946,2023-05-18,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,3709000,2649.29,Ready,5.0,186000.0
DLD-101947,2023-05-01,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,2500,9315000,3726.0,Off-Plan,5.12,477000.0
DLD-101948,2023-05-20,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3500,11294000,3226.86,Off-Plan,5.1,576000.0
DLD-101949,2023-04-11,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1984000,3306.67,Off-Plan,5.41,107000.0
DLD-101950,2023-05-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2557000,2841.11,Ready,5.16,132000.0
DLD-101951,2023-04-29,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2266000,3021.33,Ready,5.03,114000.0
DLD-101952,2023-04-04,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2186000,3643.33,Ready,4.59,100000.0
DLD-101953,2023-05-11,Q2 2023,2023,Downtown Dubai,Premium,Villa,3,2000,6972000,3486.0,Off-Plan,4.86,339000.0
DLD-101954,2023-04-13,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,4411000,3150.71,Ready,5.26,232000.0
DLD-101955,2023-06-23,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1895000,3158.33,Off-Plan,4.92,93000.0
DLD-101956,2023-05-13,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3082000,3424.44,Ready,5.28,163000.0
DLD-101957,2023-04-19,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3207000,3563.33,Off-Plan,4.93,158000.0
DLD-101958,2023-04-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2989000,3321.11,Ready,4.96,148000.0
DLD-101959,2023-04-05,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2345000,3908.33,Off-Plan,4.97,117000.0
DLD-101960,2023-05-07,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9175000,3058.33,Ready,5.17,475000.0
DLD-101961,2023-05-31,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2649000,2943.33,Ready,4.86,129000.0
DLD-101962,2023-06-29,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2196000,3660.0,Off-Plan,5.29,116000.0
DLD-101963,2023-04-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2370000,3160.0,Ready,5.04,119000.0
DLD-101964,2023-05-31,Q2 2023,2023,Downtown Dubai,Premium,Apartment,4,2200,7475000,3397.73,Off-Plan,4.85,362000.0
DLD-101965,2023-05-28,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4467000,3190.71,Ready,5.26,235000.0
DLD-101966,2023-06-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4663000,3330.71,Off-Plan,4.51,210000.0
DLD-101967,2023-04-01,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4476000,3197.14,Ready,4.94,221000.0
DLD-101968,2023-04-11,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8529000,3411.6,Off-Plan,4.97,424000.0
DLD-101969,2023-04-03,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3500,12072000,3449.14,Ready,4.98,601000.0
DLD-101970,2023-05-03,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3125000,3472.22,Ready,5.42,169000.0
DLD-101971,2023-04-28,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2673000,3564.0,Ready,5.32,142000.0
DLD-101972,2023-04-20,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9526000,3175.33,Ready,5.23,498000.0
DLD-101973,2023-06-10,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8994000,3597.6,Off-Plan,5.62,505000.0
DLD-101974,2023-06-17,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2619000,3492.0,Ready,5.08,133000.0
DLD-101975,2023-06-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2991000,3323.33,Off-Plan,5.02,150000.0
DLD-101976,2023-05-25,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,4,2200,7476000,3398.18,Off-Plan,5.05,378000.0
DLD-101977,2023-04-15,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,2000,5003000,2501.5,Ready,4.71,236000.0
DLD-101978,2023-05-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3312000,3680.0,Ready,4.85,161000.0
DLD-101979,2023-05-01,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1800,5992000,3328.89,Ready,4.96,297000.0
DLD-101980,2023-05-09,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2986000,3317.78,Off-Plan,5.1,152000.0
DLD-101981,2023-04-16,Q2 2023,2023,Downtown Dubai,Premium,Villa,3,2000,5794000,2897.0,Off-Plan,4.57,265000.0
DLD-101982,2023-04-07,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2132000,3553.33,Ready,5.14,110000.0
DLD-101983,2023-05-01,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3164000,3515.56,Off-Plan,5.21,165000.0
DLD-101984,2023-05-24,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,2000,6457000,3228.5,Ready,4.91,317000.0
DLD-101985,2023-06-21,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2403000,3204.0,Off-Plan,5.18,125000.0
DLD-101986,2023-06-19,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2569000,2854.44,Off-Plan,4.84,124000.0
DLD-101987,2023-05-29,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,5000,14927000,2985.4,Ready,4.61,689000.0
DLD-101988,2023-04-09,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9897000,3299.0,Off-Plan,5.22,517000.0
DLD-101989,2023-04-15,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,5707000,3170.56,Off-Plan,4.49,256000.0
DLD-101990,2023-06-03,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,4000,13706000,3426.5,Ready,4.91,672000.0
DLD-101991,2023-06-16,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3638000,3307.27,Ready,4.94,180000.0
DLD-101992,2023-06-08,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2659000,2954.44,Off-Plan,5.14,137000.0
DLD-101993,2023-04-03,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3321000,3690.0,Off-Plan,5.05,168000.0
DLD-101994,2023-06-20,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,2500,9098000,3639.2,Off-Plan,4.66,424000.0
DLD-101995,2023-06-05,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,4000,11892000,2973.0,Ready,4.46,530000.0
DLD-101996,2023-06-13,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8935000,3574.0,Ready,4.71,421000.0
DLD-101997,2023-05-01,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2507000,3342.67,Ready,5.16,129000.0
DLD-101998,2023-04-19,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,4000,13769000,3442.25,Off-Plan,4.82,664000.0
DLD-101999,2023-05-08,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,10501000,3500.33,Ready,4.9,515000.0
DLD-102000,2023-05-25,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2666000,2962.22,Ready,4.55,121000.0
DLD-102001,2023-04-01,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,6121000,3400.56,Ready,4.74,290000.0
DLD-102002,2023-06-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2545000,3393.33,Off-Plan,5.16,131000.0
DLD-102003,2023-05-16,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1947000,3245.0,Off-Plan,4.63,90000.0
DLD-102004,2023-05-01,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3500,11559000,3302.57,Ready,5.08,588000.0
DLD-102005,2023-06-13,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2947000,3274.44,Off-Plan,5.03,148000.0
DLD-102006,2023-05-24,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,4000,13457000,3364.25,Ready,5.34,718000.0
DLD-102007,2023-04-24,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,4121000,2943.57,Ready,5.24,216000.0
DLD-102008,2023-06-25,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2039000,3398.33,Off-Plan,4.69,96000.0
DLD-102009,2023-06-25,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3550000,3227.27,Ready,4.49,159000.0
DLD-102010,2023-04-11,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2726000,3634.67,Ready,5.15,140000.0
DLD-102011,2023-06-07,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,2000,6001000,3000.5,Ready,4.92,295000.0
DLD-102012,2023-05-17,Q2 2023,2023,Downtown Dubai,Premium,Villa,3,2000,6268000,3134.0,Off-Plan,5.17,324000.0
DLD-102013,2023-04-09,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9231000,3077.0,Off-Plan,4.98,459000.0
DLD-102014,2023-06-07,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,4000,11384000,2846.0,Ready,4.55,518000.0
DLD-102015,2023-06-09,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,5805000,3628.12,Ready,4.93,286000.0
DLD-102016,2023-06-04,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2948000,3275.56,Ready,4.66,137000.0
DLD-102017,2023-06-04,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1800,5438000,3021.11,Ready,4.81,262000.0
DLD-102018,2023-06-10,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2559000,3412.0,Off-Plan,4.84,124000.0
DLD-102019,2023-04-03,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2483000,3310.67,Ready,5.29,131000.0
DLD-102020,2023-05-20,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,4,2200,7377000,3353.18,Off-Plan,4.97,366000.0
DLD-102021,2023-05-31,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4223000,3016.43,Off-Plan,4.76,201000.0
DLD-102022,2023-04-06,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2552000,3402.67,Ready,5.08,130000.0
DLD-102023,2023-06-21,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,5555000,3086.11,Off-Plan,4.89,271000.0
DLD-102024,2023-05-20,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1892000,3153.33,Off-Plan,4.81,91000.0
DLD-102025,2023-05-18,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3363000,3057.27,Off-Plan,5.22,175000.0
DLD-102026,2023-05-03,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,4489000,3206.43,Ready,5.07,228000.0
DLD-102027,2023-04-03,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2585000,3446.67,Off-Plan,5.41,140000.0
DLD-102028,2023-05-16,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3278000,2980.0,Ready,4.97,163000.0
DLD-102029,2023-04-09,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2492000,3322.67,Off-Plan,4.65,116000.0
DLD-102030,2023-05-15,Q2 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1901000,3168.33,Off-Plan,5.04,96000.0
DLD-102031,2023-05-01,Q2 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3054000,3393.33,Off-Plan,5.34,163000.0
DLD-102032,2023-06-24,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,6542000,3634.44,Off-Plan,5.46,357000.0
DLD-102033,2023-06-20,Q2 2023,2023,Downtown Dubai,Premium,Apartment,3,1800,5607000,3115.0,Off-Plan,4.54,254000.0
DLD-102034,2023-04-14,Q2 2023,2023,Downtown Dubai,Premium,Villa,3,2000,6425000,3212.5,Ready,5.05,324000.0
DLD-102035,2023-06-14,Q2 2023,2023,Downtown Dubai,Premium,Villa,4,2500,6978000,2791.2,Off-Plan,5.16,360000.0
DLD-102036,2023-05-13,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1800,5330000,2961.11,Off-Plan,4.91,262000.0
DLD-102037,2023-04-18,Q2 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,5109000,3193.12,Ready,4.92,252000.0
DLD-102038,2023-07-06,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1756000,2926.67,Ready,5.13,90000.0
DLD-102039,2023-08-15,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,3000,11220000,3740.0,Ready,4.67,524000.0
DLD-102040,2023-09-08,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9487000,3162.33,Ready,5.16,489000.0
DLD-102041,2023-08-13,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,5250000,3281.25,Ready,5.2,273000.0
DLD-102042,2023-09-21,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3637000,3306.36,Off-Plan,4.83,176000.0
DLD-102043,2023-07-23,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3494000,3176.36,Ready,4.72,165000.0
DLD-102044,2023-09-26,Q3 2023,2023,Downtown Dubai,Premium,Apartment,0,450,1620000,3600.0,Ready,5.0,81000.0
DLD-102045,2023-08-29,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2021000,3368.33,Ready,5.32,108000.0
DLD-102046,2023-09-28,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3823000,3475.45,Ready,5.12,196000.0
DLD-102047,2023-08-31,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2539000,2821.11,Ready,5.29,134000.0
DLD-102048,2023-09-19,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1961000,3268.33,Ready,4.37,86000.0
DLD-102049,2023-07-24,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2535000,3380.0,Off-Plan,4.95,126000.0
DLD-102050,2023-07-18,Q3 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4351000,3107.86,Off-Plan,5.05,220000.0
DLD-102051,2023-07-09,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,9427000,3770.8,Ready,5.32,501000.0
DLD-102052,2023-08-28,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2023000,3371.67,Ready,5.0,101000.0
DLD-102053,2023-07-05,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2949000,3276.67,Ready,5.33,157000.0
DLD-102054,2023-08-07,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2971000,3301.11,Ready,5.05,150000.0
DLD-102055,2023-07-26,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3078000,3420.0,Off-Plan,4.8,148000.0
DLD-102056,2023-07-06,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,4000,10346000,2586.5,Off-Plan,5.11,528000.0
DLD-102057,2023-07-26,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2279000,3038.67,Ready,4.96,113000.0
DLD-102058,2023-07-06,Q3 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4343000,3102.14,Ready,4.95,215000.0
DLD-102059,2023-08-10,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2482000,3309.33,Ready,4.74,118000.0
DLD-102060,2023-08-09,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,4927000,3519.29,Off-Plan,4.78,235000.0
DLD-102061,2023-09-04,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3843000,3493.64,Off-Plan,5.09,196000.0
DLD-102062,2023-08-20,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3286000,3651.11,Ready,4.92,162000.0
DLD-102063,2023-09-08,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2274000,3032.0,Ready,5.18,118000.0
DLD-102064,2023-08-30,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2500000,3333.33,Ready,5.51,138000.0
DLD-102065,2023-08-02,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2905000,3873.33,Off-Plan,5.09,148000.0
DLD-102066,2023-07-05,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3185000,3538.89,Ready,4.68,149000.0
DLD-102067,2023-09-21,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2711000,3012.22,Ready,5.35,145000.0
DLD-102068,2023-07-25,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2365000,3153.33,Off-Plan,5.19,123000.0
DLD-102069,2023-08-06,Q3 2023,2023,Downtown Dubai,Premium,Villa,3,2000,6921000,3460.5,Off-Plan,5.03,348000.0
DLD-102070,2023-08-15,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,7865000,3146.0,Ready,5.46,430000.0
DLD-102071,2023-07-07,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,4879000,3485.0,Ready,4.93,241000.0
DLD-102072,2023-09-22,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,4,2200,6783000,3083.18,Off-Plan,5.4,367000.0
DLD-102073,2023-08-12,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8840000,3536.0,Ready,4.3,380000.0
DLD-102074,2023-08-04,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2751000,3056.67,Ready,5.15,142000.0
DLD-102075,2023-07-16,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3694000,3358.18,Ready,5.24,194000.0
DLD-102076,2023-08-17,Q3 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,5278000,3770.0,Ready,4.62,244000.0
DLD-102077,2023-08-25,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1800,5758000,3198.89,Ready,4.76,274000.0
DLD-102078,2023-08-21,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8345000,3338.0,Off-Plan,4.94,412000.0
DLD-102079,2023-08-26,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8032000,3212.8,Ready,5.06,407000.0
DLD-102080,2023-08-19,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,8731000,3492.4,Off-Plan,5.08,443000.0
DLD-102081,2023-08-13,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3145000,3494.44,Off-Plan,4.92,155000.0
DLD-102082,2023-07-24,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,6198000,3873.75,Off-Plan,5.07,314000.0
DLD-102083,2023-09-02,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,2059000,3431.67,Off-Plan,4.71,97000.0
DLD-102084,2023-09-27,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,4000,15040000,3760.0,Ready,5.31,799000.0
DLD-102085,2023-09-02,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1919000,3198.33,Off-Plan,5.2,100000.0
DLD-102086,2023-08-17,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2460000,3280.0,Ready,4.96,122000.0
DLD-102087,2023-09-05,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1400,4652000,3322.86,Ready,4.94,230000.0
DLD-102088,2023-08-04,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,600,1983000,3305.0,Off-Plan,4.98,99000.0
DLD-102089,2023-07-11,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2828000,3770.67,Ready,5.06,143000.0
DLD-102090,2023-08-24,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,5553000,3470.62,Off-Plan,5.38,299000.0
DLD-102091,2023-07-11,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2789000,3718.67,Ready,4.94,138000.0
DLD-102092,2023-08-25,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,2500,9204000,3681.6,Off-Plan,4.72,434000.0
DLD-102093,2023-09-16,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,1100,3174000,2885.45,Off-Plan,4.81,153000.0
DLD-102094,2023-07-24,Q3 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4730000,3378.57,Ready,4.64,219000.0
DLD-102095,2023-09-08,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,4,2500,7735000,3094.0,Ready,5.16,399000.0
DLD-102096,2023-08-07,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,3163000,3514.44,Ready,4.77,151000.0
DLD-102097,2023-08-11,Q3 2023,2023,Downtown Dubai,Premium,Apartment,3,1400,4522000,3230.0,Off-Plan,4.82,218000.0
DLD-102098,2023-07-14,Q3 2023,2023,Downtown Dubai,Premium,Apartment,2,900,2758000,3064.44,Off-Plan,4.88,135000.0
DLD-102099,2023-07-11,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2380000,3173.33,Ready,4.83,115000.0
DLD-102100,2023-08-11,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,3000,9977000,3325.67,Ready,5.13,512000.0
DLD-102101,2023-09-23,Q3 2023,2023,Downtown Dubai,Premium,Villa,4,4000,11577000,2894.25,Off-Plan,4.89,566000.0
DLD-102102,2023-08-07,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,4,2200,6153000,2796.82,Off-Plan,5.0,307000.0
DLD-102103,2023-08-09,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2284000,3045.33,Off-Plan,5.12,117000.0
DLD-102104,2023-08-27,Q3 2023,2023,Downtown Dubai,Premium,Townhouse,3,1600,5407000,3379.38,Ready,4.8,259000.0
DLD-102105,2023-09-16,Q3 2023,2023,Downtown Dubai,Premium,Apartment,1,750,2842000,3789.33,Off-Plan,4.73,135000.0
